date,no1,no2,no3,no4,no5
2019-01-01 00:00:00,-0.0564,-0.7167,0.5548,1.2196
2019-01-01 01:00:00,-0.1468,-1.2097,-0.0862,0.433
2019-01-01 02:00:00,1.0664,0.0166,-0.1262,1.8399
2019-01-01 03:00:00,0.361,0.2379,0.608,-0.3203
2019-01-01 04:00:00,-1.3097,0.3089,0.1903,0.1617
2019-01-01 05:00:00,2.4061,0.2876,1.0197,-0.7955
2019-01-01 06:00:00,-0.169,0.1738,0.4552,2.0202
2019-01-01 07:00:00,0.5865,-1.2709,-1.1798,-1.9198
2019-01-01 08:00:00,-1.0107,1.7973,1.7232,1.4009
2019-01-01 09:00:00,-0.0275,-0.8191,-1.6625,1.8671
2019-01-01 10:00:00,0.4425,-0.3476,0.1776,1.106
2019-01-01 11:00:00,-0.3307,1.5538,-0.5706,-1.5825
2019-01-01 12:00:00,1.0617,-0.9059,-0.6366,-0.142
2019-01-01 13:00:00,-0.64,-0.1663,1.6038,0.3956
2019-01-01 14:00:00,-0.8303,0.0888,-0.9987,0.6877
2019-01-01 15:00:00,-0.4349,-0.9724,0.3134,0.4732
2019-01-01 16:00:00,1.6277,-0.6166,-0.9047,-1.6021
2019-01-01 17:00:00,-0.4782,0.7213,-0.5105,0.1429
2019-01-01 18:00:00,-0.2435,-0.5013,-0.057,-0.2568
2019-01-01 19:00:00,0.3824,-0.4543,2.689,-0.591
2019-01-01 20:00:00,0.861,-0.2318,-1.0262,-0.8621
2019-01-01 21:00:00,-0.6591,-1.0642,0.2259,-1.5026
2019-01-01 22:00:00,-0.2643,0.6899,0.4065,-0.5006
2019-01-01 23:00:00,1.6234,-0.7818,-1.0905,-2.2854
2019-01-02 00:00:00,0.6743,1.3284,0.506,-0.7664
2019-01-02 01:00:00,-1.2567,-0.1002,0.2453,-0.1482
2019-01-02 02:00:00,-0.5487,-0.6227,1.4225,-0.7176
2019-01-02 03:00:00,1.1926,0.7024,-0.9955,0.6366
2019-01-02 04:00:00,0.848,0.9647,0.3834,1.1954
2019-01-02 05:00:00,1.5682,-0.8113,-0.1157,-0.3899
2019-01-02 06:00:00,1.1109,0.4456,-2.9832,-1.7251
2019-01-02 07:00:00,0.2427,-0.3924,1.0872,-1.1778
2019-01-02 08:00:00,1.4705,-1.272,-0.8185,1.3518
2019-01-02 09:00:00,-0.0332,0.7826,-0.0408,-0.9677
2019-01-02 10:00:00,-0.2372,-0.9647,0.0338,0.0481
2019-01-02 11:00:00,1.2466,-1.1179,1.7836,0.2223
2019-01-02 12:00:00,0.6735,-0.0404,0.3341,0.4077
2019-01-02 13:00:00,0.3283,1.3951,-2.1328,2.3496
2019-01-02 14:00:00,1.0182,0.226,0.8628,-1.8441
2019-01-02 15:00:00,1.4973,1.01,-1.5075,0.7324
2019-01-02 16:00:00,-0.4848,-0.9424,0.6108,0.1676
2019-01-02 17:00:00,0.4742,-0.7038,0.7252,0.5812
2019-01-02 18:00:00,0.2859,-0.0071,2.0179,-0.5875
2019-01-02 19:00:00,1.2905,-0.0947,-0.2551,-1.9723
2019-01-02 20:00:00,-0.0154,-0.993,-0.185,1.4031
2019-01-02 21:00:00,-0.4725,-0.078,-2.3444,0.0608
2019-01-02 22:00:00,-0.0532,1.3477,-0.324,0.2255
2019-01-02 23:00:00,-0.4828,-1.7623,0.6743,1.1623
2019-01-03 00:00:00,-0.2403,-1.9684,0.8473,1.0431
2019-01-03 01:00:00,-0.4014,1.0751,-0.069,-1.032
2019-01-03 02:00:00,-0.4653,0.8277,0.849,0.8714
2019-01-03 03:00:00,-0.4409,-0.3344,-0.6987,0.6325
2019-01-03 04:00:00,-0.9299,1.2181,-1.7867,-2.1956
2019-01-03 05:00:00,0.0452,0.7815,-0.7357,0.5027
2019-01-03 06:00:00,1.9698,0.1992,0.3612,0.3999
2019-01-03 07:00:00,-0.3815,-1.9499,1.051,-0.6324
2019-01-03 08:00:00,0.8443,0.4903,-1.7459,3.1128
2019-01-03 09:00:00,-0.7401,1.0688,1.6202,1.9967
2019-01-03 10:00:00,-1.3417,-1.3018,-0.7351,0.4698
2019-01-03 11:00:00,-0.1899,-0.7773,-0.4941,0.9349
2019-01-03 12:00:00,0.1637,1.2149,0.2052,1.4111
2019-01-03 13:00:00,0.1715,-0.5349,-0.4947,0.9883
2019-01-03 14:00:00,-1.6146,0.9796,-1.7585,-0.9152
2019-01-03 15:00:00,0.8229,-0.1342,0.7255,-0.8549
2019-01-03 16:00:00,0.9238,0.7344,0.525,-0.6564
2019-01-03 17:00:00,-0.1943,0.111,0.7039,1.0873
2019-01-03 18:00:00,0.2156,0.9881,1.7585,0.3762
2019-01-03 19:00:00,-0.2653,0.4977,-0.1293,1.0615
2019-01-03 20:00:00,-2.8281,0.5397,0.1066,1.1049
2019-01-03 21:00:00,0.3877,-1.7509,-0.7773,0.2187
2019-01-03 22:00:00,-0.3774,1.0557,0.8005,-0.4931
2019-01-03 23:00:00,-0.3384,-0.18,-0.8683,1.1305
2019-01-04 00:00:00,-1.2356,-0.9352,-0.3978,-0.9473
2019-01-04 01:00:00,-0.2398,-0.2057,-1.2974,-1.2041
2019-01-04 02:00:00,1.2342,-1.2962,0.1696,0.2373
2019-01-04 03:00:00,0.7184,-0.805,1.3382,0.6993
2019-01-04 04:00:00,-0.1957,1.176,-0.1465,1.2116
2019-01-04 05:00:00,-0.7435,-0.0007,1.3624,0.0134
2019-01-04 06:00:00,-0.3649,0.9291,0.8677,0.0765
2019-01-04 07:00:00,-0.4923,1.2396,-1.5803,-0.3679
2019-01-04 08:00:00,-0.2104,-0.4386,1.073,0.8072
2019-01-04 09:00:00,1.7646,0.2581,-0.4033,1.6138
2019-01-04 10:00:00,1.188,-0.1727,0.4295,-0.2961
2019-01-04 11:00:00,2.0841,0.0143,1.5005,0.2338
2019-01-04 12:00:00,-1.3619,0.3253,-0.0733,-0.0059
2019-01-04 13:00:00,-0.3355,-1.0276,-0.0322,0.5124
